Product,Status,Release Date,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Integrated Graphics
Xeon Platinum 8444H,Launched,Q1'23,16,32,7,4,2.9,270,45,N/A,N/A
Xeon Platinum 8450H,Launched,Q1'23,28,56,7,3.5,2,250,75,N/A,N/A
Xeon Platinum 8452Y,Launched,Q1'23,36,72,7,3.2,2,300,67.5,N/A,N/A
Xeon Platinum 8454H,Launched,Q1'23,32,64,7,3.4,2.1,270,82.5,N/A,N/A
Xeon Platinum 8458P,Launched,Q1'23,44,88,7,3.8,2.7,350,82.5,N/A,N/A
Xeon Platinum 8460H,Launched,Q1'23,40,80,7,3.8,2.2,330,105,N/A,N/A
Xeon Platinum 8460Y+,Launched,Q1'23,40,80,7,3.7,2,300,105,N/A,N/A
Xeon Platinum 8461V,Launched,Q1'23,48,96,7,3.7,2.2,300,97.5,N/A,N/A
Xeon Platinum 8462Y+,Launched,Q1'23,32,64,7,4.1,2.8,300,60,N/A,N/A
Xeon Platinum 8468,Launched,Q1'23,48,96,7,3.8,2.1,350,105,N/A,N/A
Xeon Platinum 8468H,Launched,Q1'23,48,96,7,3.8,2.1,330,105,N/A,N/A
Xeon Platinum 8468V,Launched,Q1'23,48,96,7,3.8,2.4,330,97.5,N/A,N/A
Xeon Platinum 8470,Launched,Q1'23,52,104,7,3.8,2,350,105,N/A,N/A
Xeon Platinum 8470N,Launched,Q1'23,52,104,7,3.6,1.7,300,97.5,N/A,N/A
Xeon Platinum 8470Q,Launched,Q1'23,52,104,7,3.8,2.1,350,105,N/A,N/A
Xeon Platinum 8471N,Launched,Q1'23,52,104,7,3.6,1.8,300,97.5,N/A,N/A
Xeon Platinum 8480+,Launched,Q1'23,56,112,7,3.8,2,350,105,N/A,N/A
Xeon Platinum 8490H,Launched,Q1'23,60,120,7,3.5,1.9,350,112.5,N/A,N/A
Xeon Gold 5411N,Launched,Q1'23,24,48,7,3.9,1.9,165,45,N/A,N/A
Xeon Gold 5412U,Launched,Q1'23,24,48,7,3.9,2.1,185,45,N/A,N/A
Xeon Gold 5415+,Launched,Q1'23,8,16,7,4.1,2.9,150,22.5,N/A,N/A
Xeon Gold 5416S,Launched,Q1'23,16,32,7,4,2,150,30,N/A,N/A
Xeon Gold 5418N,Launched,Q1'23,24,48,7,3.8,1.8,165,45,N/A,N/A
Xeon Gold 5418Y,Launched,Q1'23,24,48,7,3.8,2,185,45,N/A,N/A
Xeon Gold 5420+,Launched,Q1'23,28,56,7,4.1,2,205,52.5,N/A,N/A
Xeon Gold 5423N,Launched,Q1'23,20,40,7,4,2.1,145,37.5,N/A,N/A
Xeon Gold 5433N,Launched,Q1'23,20,40,7,4.1,2.3,160,37.5,N/A,N/A
Xeon Gold 6414U,Launched,Q1'23,32,64,7,3.4,2,250,60,N/A,N/A
Xeon Gold 6416H,Launched,Q1'23,18,36,7,4.2,2.2,165,45,N/A,N/A
Xeon Gold 6418H,Launched,Q1'23,24,48,7,4,2.1,185,60,N/A,N/A
Xeon Gold 6421N,Launched,Q1'23,32,64,7,3.6,1.8,185,60,N/A,N/A
Xeon Gold 6426Y,Launched,Q1'23,16,32,7,4.1,2.5,185,37.5,N/A,N/A
Xeon Gold 6428N,Launched,Q1'23,32,64,7,3.8,1.8,185,60,N/A,N/A
Xeon Gold 6430,Launched,Q1'23,32,64,7,3.4,2.1,270,60,N/A,N/A
Xeon Gold 6434,Launched,Q1'23,8,16,7,4.1,3.7,195,22.5,N/A,N/A
Xeon Gold 6434H,Launched,Q1'23,8,16,7,4.1,3.7,195,22.5,N/A,N/A
Xeon Gold 6438M,Launched,Q1'23,32,64,7,3.9,2.2,205,60,N/A,N/A
Xeon Gold 6438N,Launched,Q1'23,32,64,7,3.6,2,205,60,N/A,N/A
Xeon Gold 6438Y+,Launched,Q1'23,32,64,7,4,2,205,60,N/A,N/A
Xeon Gold 6442Y,Launched,Q1'23,24,48,7,4,2.6,225,60,N/A,N/A
Xeon Gold 6444Y,Launched,Q1'23,16,32,7,4,3.6,270,45,N/A,N/A
Xeon Gold 6448H,Launched,Q1'23,32,64,7,4.1,2.4,250,60,N/A,N/A
Xeon Gold 6448Y,Launched,Q1'23,32,64,7,4.1,2.1,225,60,N/A,N/A
Xeon Gold 6454S,Launched,Q1'23,32,64,7,3.4,2.2,270,60,N/A,N/A
Xeon Gold 6458Q,Launched,Q1'23,32,64,7,4,3.1,350,60,N/A,N/A
Xeon Silver 4410T,Launched,Q1'23,10,20,7,4,2.7,150,26.25,N/A,N/A
Xeon Silver 4410Y,Launched,Q1'23,12,24,7,3.9,2,150,30,N/A,N/A
Xeon Silver 4416+,Launched,Q1'23,20,40,7,3.9,2,165,37.5,N/A,N/A
Xeon Bronze 3408U,Launched,Q1'23,8,8,7,1.9,1.8,125,22.5,N/A,N/A
Xeon Gold 5315Y,Launched,Q2'21,8,16,10,3.6,3.2,140,12,N/A,N/A
Xeon Gold 5317,Launched,Q2'21,12,24,10,3.6,3,150,18,N/A,N/A
Xeon Gold 5318N,Launched,Q2'21,24,48,10,3.4,2.1,150,36,N/A,N/A
Xeon Gold 5318S,Launched,Q2'21,24,48,10,3.4,2.1,165,36,N/A,N/A
Xeon Gold 5318Y,Launched,Q2'21,24,48,10,3.4,2.1,165,36,N/A,N/A
Xeon Gold 5320,Launched,Q2'21,26,52,10,3.4,2.2,185,39,N/A,N/A
Xeon Gold 5320T,Launched,Q2'21,20,40,10,3.5,2.3,150,30,N/A,N/A
Xeon Gold 6312U,Launched,Q2'21,24,48,10,3.6,2.4,185,36,N/A,N/A
Xeon Gold 6314U,Launched,Q2'21,32,64,10,3.4,2.3,205,48,N/A,N/A
Xeon Gold 6326,Launched,Q2'21,16,32,10,3.5,2.9,185,24,N/A,N/A
Xeon Gold 6330,Launched,Q2'21,28,56,10,3.1,2,205,42,N/A,N/A
Xeon Gold 6330N,Launched,Q2'21,28,56,10,3.4,2.2,165,42,N/A,N/A
Xeon Gold 6334,Launched,Q2'21,8,16,10,3.7,3.6,165,18,N/A,N/A
Xeon Gold 6336Y,Launched,Q2'21,24,48,10,3.6,2.4,185,35,N/A,N/A
Xeon Gold 6338,Launched,Q2'21,32,64,10,3.2,2,205,48,N/A,N/A
Xeon Gold 6338N,Launched,Q2'21,32,64,10,3.5,2.2,185,48,N/A,N/A
Xeon Gold 6338T,Launched,Q2'21,24,48,10,3.4,2.1,165,36,N/A,N/A
Xeon Gold 6342,Launched,Q2'21,24,48,10,3.5,2.8,230,36,N/A,N/A
Xeon Gold 6346,Launched,Q2'21,16,32,10,3.6,3.1,205,36,N/A,N/A
Xeon Gold 6348,Launched,Q2'21,28,56,10,3.5,2.6,235,42,N/A,N/A
Xeon Gold 6354,Launched,Q2'21,18,36,10,3.6,3,205,39,N/A,N/A
Xeon Platinum 8351N,Launched,Q2'21,36,72,10,3.5,2.4,225,54,N/A,N/A
Xeon Platinum 8352M,Launched,Q2'21,32,64,10,3.5,2.3,185,48,N/A,N/A
Xeon Platinum 8352S,Launched,Q2'21,32,64,10,3.4,2.2,205,48,N/A,N/A
Xeon Platinum 8352V,Launched,Q2'21,36,72,10,3.5,2.1,195,54,N/A,N/A
Xeon Platinum 8352Y,Launched,Q2'21,32,64,10,3.4,2.2,205,48,N/A,N/A
Xeon Platinum 8358,Launched,Q2'21,32,64,10,3.4,2.6,250,48,N/A,N/A
Xeon Platinum 8358P,Launched,Q2'21,32,64,10,3.4,2.6,240,48,N/A,N/A
Xeon Platinum 8360Y,Launched,Q2'21,36,72,10,3.5,2.4,250,54,N/A,N/A
Xeon Platinum 8362,Launched,Q2'21,32,64,10,3.6,2.8,265,48,N/A,N/A
Xeon Platinum 8368,Launched,Q2'21,38,76,10,3.4,2.4,270,57,N/A,N/A
Xeon Platinum 8368Q,Launched,Q2'21,38,76,10,3.7,2.6,270,57,N/A,N/A
Xeon Platinum 8380,Launched,Q2'21,40,80,10,3.4,2.3,270,60,N/A,N/A
Xeon Platinum 8370C,Launched,Q2'21,32,72,10,3.5,2.8,270,48,N/A,N/A
Xeon Silver 4309Y,Launched,Q2'21,8,16,10,3.6,2.8,105,12,N/A,N/A
Xeon Silver 4310,Launched,Q2'21,12,24,10,3.3,2.1,120,18,N/A,N/A
Xeon Silver 4310T,Launched,Q2'21,10,20,10,3.4,2.3,105,15,N/A,N/A
Xeon Silver 4314,Launched,Q2'21,16,32,10,3.4,2.4,135,24,N/A,N/A
Xeon Silver 4316,Launched,Q2'21,20,40,10,3.4,2.3,150,30,N/A,N/A
Xeon Gold 6330H,Launched,Q3'20,24,48,14,3.7,2,150,33,N/A,N/A
Xeon Platinum 8356H,Launched,Q3'20,8,16,14,4.4,3.9,190,35.75,N/A,N/A
Xeon Platinum 8360H,Launched,Q3'20,24,48,14,4.2,3,225,33,N/A,N/A
Xeon Platinum 8360HL,Launched,Q3'20,24,48,14,4.2,3,225,33,N/A,N/A
Xeon Gold 5318H,Launched,Q2'20,18,36,14,3.8,2.5,150,24.75,N/A,N/A
Xeon Gold 5320H,Launched,Q2'20,20,40,14,4.2,2.4,150,27.5,N/A,N/A
Xeon Gold 6328H,Launched,Q2'20,16,32,14,4.3,2.8,165,22,N/A,N/A
Xeon Gold 6328HL,Launched,Q2'20,16,32,14,4.3,2.8,165,22,N/A,N/A
Xeon Gold 6348H,Launched,Q2'20,24,48,14,4.2,2,30.165,33,N/A,N/A
Xeon Platinum 8353H,Launched,Q2'20,18,36,14,3.8,2.5,150,24.75,N/A,N/A
Xeon Platinum 8354H,Launched,Q2'20,18,36,14,4.3,3.1,205,24.75,N/A,N/A
Xeon Platinum 8376H,Launched,Q2'20,28,56,14,4.3,2.6,205,38.5,N/A,N/A
Xeon Platinum 8376HL,Launched,Q2'20,28,56,14,4.3,2.6,205,38.5,N/A,N/A
Xeon Platinum 8380H,Launched,Q2'20,28,56,14,4.3,2.9,250,38.5,N/A,N/A
Xeon Platinum 8380HL,Launched,Q2'20,28,56,14,4.3,2.9,250,38.5,N/A,N/A
Xeon Bronze 3206R,Launched,Q1'20,8,8,14,1.9,1.9,85,11,N/A,N/A
Xeon Gold 5218R,Launched,Q1'20,20,40,14,4,2.1,125,27.5,N/A,N/A
Xeon Gold 5220R,Launched,Q1'20,24,48,14,4,2.2,150,35.75,N/A,N/A
Xeon Gold 6208U,Launched,Q1'20,16,32,14,3.9,2.9,150,22,N/A,N/A
Xeon Gold 6226R,Launched,Q1'20,16,32,14,3.9,2.9,150,22,N/A,N/A
Xeon Gold 6230R,Launched,Q1'20,26,52,14,4,2.1,150,35.75,N/A,N/A
Xeon Gold 6238R,Launched,Q1'20,28,56,14,4,2.2,165,38.5,N/A,N/A
Xeon Gold 6240R,Launched,Q1'20,24,48,14,4,2.4,165,35.75,N/A,N/A
Xeon Gold 6242R,Launched,Q1'20,20,40,14,4.1,3.1,205,35.75,N/A,N/A
Xeon Gold 6246R,Launched,Q1'20,16,32,14,4.1,3.4,205,35.75,N/A,N/A
Xeon Gold 6248R,Launched,Q1'20,24,48,14,4,3,205,35.75,N/A,N/A
Xeon Gold 6250,Launched,Q1'20,8,16,14,4.5,3.9,185,35.75,N/A,N/A
Xeon Gold 6250L,Launched,Q1'20,8,16,14,4.5,3.9,185,35.75,N/A,N/A
Xeon Gold 6256,Launched,Q1'20,12,24,14,4.5,3.6,205,33,N/A,N/A
Xeon Gold 6258R,Launched,Q1'20,28,56,14,4,2.7,205,38.5,N/A,N/A
Xeon Silver 4210R,Launched,Q1'20,10,20,14,3.2,2.4,100,13.75,N/A,N/A
Xeon Silver 4210T,Launched,Q1'20,10,20,14,3.2,2.3,95,13.75,N/A,N/A
Xeon Silver 4214R,Launched,Q1'20,12,24,14,3.5,2.4,100,16.5,N/A,N/A
Xeon Silver 4215R,Launched,Q1'20,8,16,14,4,3.2,130,11,N/A,N/A
Xeon Platinum 9221,Launched,Q3'19,32,64,14,3.7,2.3,250,71.5,N/A,N/A
Xeon Platinum 9222,Launched,Q3'19,32,64,14,3.7,2.3,250,71.5,N/A,N/A
Xeon Bronze 3204,Launched,Q2'19,6,6,14,1.9,1.9,85,8.25,N/A,N/A
Xeon Gold 5215,Launched,Q2'19,10,20,14,3.4,2.5,85,13.75,N/A,N/A
Xeon Gold 5215L,Launched,Q2'19,10,20,14,3.4,2.5,85,13.75,N/A,N/A
Xeon Gold 5217,Launched,Q2'19,8,16,14,3.7,3,115,11,N/A,N/A
Xeon Gold 5218,Launched,Q2'19,16,32,14,3.9,2.3,125,22,N/A,N/A
Xeon Gold 5218B,Launched,Q2'19,16,32,14,3.9,2.3,125,22,N/A,N/A
Xeon Gold 5218N,Launched,Q2'19,16,32,14,3.7,2.3,110,22,N/A,N/A
Xeon Gold 5218T,Launched,Q2'19,16,32,14,3.8,2.1,105,22,N/A,N/A
Xeon Gold 5220,Launched,Q2'19,18,36,14,3.9,2.2,125,24.75,N/A,N/A
Xeon Gold 5220S,Launched,Q2'19,18,36,14,3.9,2.7,125,24.75,N/A,N/A
Xeon Gold 5220T,Launched,Q2'19,18,36,14,3.9,1.9,105,24.75,N/A,N/A
Xeon Gold 5222,Launched,Q2'19,4,8,14,3.9,3.8,105,16.5,N/A,N/A
Xeon Gold 6209U,Launched,Q2'19,20,40,14,3.9,2.1,125,27.5,N/A,N/A
Xeon Gold 6210U,Launched,Q2'19,20,40,14,3.9,2.5,150,27.5,N/A,N/A
Xeon Gold 6212U,Launched,Q2'19,24,48,14,3.9,2.4,165,35.75,N/A,N/A
Xeon Gold 6222V,Launched,Q2'19,20,40,14,3.6,1.8,115,27.5,N/A,N/A
Xeon Gold 6226,Launched,Q2'19,12,24,14,3.7,2.7,125,19.25,N/A,N/A
Xeon Gold 6230,Launched,Q2'19,20,40,14,3.9,2.1,125,27.5,N/A,N/A
Xeon Gold 6230N,Launched,Q2'19,20,40,14,3.5,2.3,125,27.5,N/A,N/A
Xeon Gold 6230T,Launched,Q2'19,20,40,14,3.9,2.1,125,27.5,N/A,N/A
Xeon Gold 6234,Launched,Q2'19,8,16,14,4,3.3,130,24.75,N/A,N/A
Xeon Gold 6238,Launched,Q2'19,22,44,14,3.7,2.1,140,30.25,N/A,N/A
Xeon Gold 6238L,Launched,Q2'19,22,44,14,3.7,2.1,140,30.25,N/A,N/A
Xeon Gold 6238T,Launched,Q2'19,22,44,14,3.7,1.9,125,30.25,N/A,N/A
Xeon Gold 6240,Launched,Q2'19,18,36,14,3.9,2.6,150,24.75,N/A,N/A
Xeon Gold 6240L,Launched,Q2'19,18,36,14,3.9,2.6,150,24.75,N/A,N/A
Xeon Gold 6240Y,Launched,Q2'19,18,36,14,3.9,2.6,150,24.75,N/A,N/A
Xeon Gold 6242,Launched,Q2'19,16,32,14,3.9,2.8,150,22,N/A,N/A
Xeon Gold 6244,Launched,Q2'19,8,16,14,4.4,3.6,150,24.75,N/A,N/A
Xeon Gold 6246,Launched,Q2'19,12,24,14,4.2,3.3,165,24.75,N/A,N/A
Xeon Gold 6248,Launched,Q2'19,20,40,14,3.9,2.5,150,27.5,N/A,N/A
Xeon Gold 6252,Launched,Q2'19,24,48,14,3.7,2.1,150,35.75,N/A,N/A
Xeon Gold 6252N,Launched,Q2'19,24,48,14,3.6,2.3,150,35.75,N/A,N/A
Xeon Gold 6254,Launched,Q2'19,18,36,14,4,3.1,200,24.75,N/A,N/A
Xeon Gold 6262V,Launched,Q2'19,24,48,14,3.6,1.9,135,33,N/A,N/A
Xeon Platinum 8253,Launched,Q2'19,16,32,14,3,2.2,125,22,N/A,N/A
Xeon Platinum 8256,Launched,Q2'19,4,8,14,3.9,3.8,105,16.5,N/A,N/A
Xeon Platinum 8260,Launched,Q2'19,24,48,14,3.9,2.4,165,35.75,N/A,N/A
Xeon Platinum 8260L,Launched,Q2'19,24,48,14,3.9,2.4,165,35.75,N/A,N/A
Xeon Platinum 8260Y,Launched,Q2'19,24,48,14,3.9,2.4,165,35.75,N/A,N/A
Xeon Platinum 8268,Launched,Q2'19,24,48,14,3.9,2.9,205,35.75,N/A,N/A
Xeon Platinum 8270,Launched,Q2'19,26,52,14,4,2.7,205,35.75,N/A,N/A
Xeon Platinum 8272CL,Launched,Q2'19,26,52,14,4,2.7,205,35.75,N/A,N/A
Xeon Platinum 8276,Launched,Q2'19,28,56,14,4,2.2,165,38.5,N/A,N/A
Xeon Platinum 8276L,Launched,Q2'19,28,56,14,4,2.2,165,38.5,N/A,N/A
Xeon Platinum 8280,Launched,Q2'19,28,56,14,4,2.7,205,38.5,N/A,N/A
Xeon Platinum 8280L,Launched,Q2'19,28,56,14,4,2.7,205,38.5,N/A,N/A
Xeon Platinum 9242,Launched,Q2'19,48,96,14,3.8,2.3,350,71.5,Intel Smart Cache,N/A
Xeon Platinum 9282,Launched,Q2'19,56,112,14,3.8,2.6,400,77,Intel Smart Cache,N/A
Xeon Silver 4208,Launched,Q2'19,8,16,14,3.2,2.1,85,11,N/A,N/A
Xeon Silver 4209T,Launched,Q2'19,8,16,14,3.2,2.2,70,11,N/A,N/A
Xeon Silver 4210,Launched,Q2'19,10,20,14,3.2,2.2,85,13.75,N/A,N/A
Xeon Silver 4214,Launched,Q2'19,12,24,14,3.2,2.2,85,16.5,N/A,N/A
Xeon Silver 4214Y,Launched,Q2'19,12,24,14,3.2,2.2,85,16.5,N/A,N/A
Xeon Silver 4215,Launched,Q2'19,8,16,14,3.5,2.5,85,11,N/A,N/A
Xeon Silver 4216,Launched,Q2'19,16,32,14,3.2,2.1,100,22,N/A,N/A
Xeon Gold 6138P,Discontinued,Q2'18,20,40,14,3.7,2,195,27.5,L3 Cache,N/A
Xeon Platinum 8171M,Launched,Q1'18,26,52,14,N/A,2.6,N/A,35.75,L3 Cache,N/A
Xeon Bronze 3104,Discontinued,Q3'17,6,6,14,N/A,1.7,85,8.25,L3 Cache,N/A
Xeon Bronze 3106,Launched,Q3'17,8,8,14,N/A,1.7,85,11,L3 Cache,N/A
