Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
Core i5-8500B,Launched,Q2'18,6,4.10,3.00,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8500,Launched,Q2'18,6,4.10,3.00,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5+8500 with Intel Optane Memory,Launched,Q2'18,6,4.10,3.00,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8400T,Launched,Q2'18,6,3.30,1.70,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8400H,Launched,Q2'18,4,4.20,2.50,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8400B,Launched,Q2'18,6,4.00,2.80,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8400,Launched,Q4'17,6,4.00,2.80,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5+8400 with Intel Optane Memory,Launched,Q2'18,6,4.00,2.80,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8365UE,Launched,Q2'19,4,4.10,1.60,6,N/A,Intel UHD 620 Graphics
Core i5-8365U,Launched,Q2'19,4,4.10,1.60,6,Intel Smart Cache,Intel UHD 620 Graphics
Core i5-8350U,Launched,Q3'17,4,3.60,1.70,6,Intel Smart Cache,Intel UHD 620 Graphics
Core i5-8310Y,Launched,Q1'19,2,3.90,1.60,4,Intel Smart Cache,Intel UHD 617 Graphics
Core i5-8305G with Radeon RX Vega M GL Graphics,Announced,Q1'18,4,3.80,2.80,6,N/A,Intel HD 630 Graphics
Core i5-8305G with Radeon Pro WX Vega M GL Graphics,Launched,Q3'18,4,3.80,2.80,6,N/A,Intel HD 630 Graphics
Core i5-8300H,Launched,Q2'18,4,4.00,2.30,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8279U,Launched,Q2'19,4,4.10,2.40,6,Intel Smart Cache,Intel Iris Plus Graphics 655
Core i5-8269U,Launched,Q2'18,4,4.20,2.60,6,Intel Smart Cache,Intel Iris Plus Graphics 655
Core i5-8265U,Launched,Q3'18,4,3.90,1.60,6,Intel Smart Cache,Intel UHD Graphics for 8th Gen Intel Processors
Core i5-8260U,Launched,Q4'19,4,3.90,1.60,6,Intel Smart Cache,Intel UHD 620 Graphics
Core i5-8259U,Launched,Q2'18,4,3.80,2.30,6,Intel Smart Cache,Intel Iris Plus Graphics 655
Core i5-8257U,Launched,Q3'19,4,3.90,1.40,6,Intel Smart Cache,Intel Iris Plus Graphics 645
Core i5-8250U,Launched,Q3'17,4,3.40,1.60,6,Intel Smart Cache,Intel UHD 620 Graphics
Core i5-8210Y,Launched,Q1'19,2,3.60,1.60,4,Intel Smart Cache,Intel UHD 617 Graphics
Core i5-8200Y,Launched,Q3'18,2,3.90,1.30,4,Intel Smart Cache,Intel UHD 615 Graphics
Core i5-7600K,Discontinued,Q1'17,4,4.20,3.80,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7600T,Discontinued,Q1'17,4,3.70,2.80,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7600,Discontinued,Q1'17,4,4.10,3.50,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7500,Launched,Q1'17,4,3.80,3.40,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7500T,Launched,Q1'17,4,3.30,2.70,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7442EQ,Launched,Q1'17,4,2.90,2.10,6,N/A,Intel HD 630 Graphics
Core i5-7440HQ,Launched,Q1'17,4,3.80,2.80,6,N/A,Intel HD 630 Graphics
Core i5-7440EQ,Launched,Q1'17,4,3.60,2.90,6,N/A,Intel HD 630 Graphics
Core i5-7400T,Discontinued,Q1'17,4,3.00,2.40,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7400,Discontinued,Q1'17,4,3.50,3.00,6,Intel Smart Cache,Intel HD 630 Graphics
Core i5-7360U,Launched,Q1'17,2,3.60,2.30,4,N/A,Intel Iris Plus 640 Graphics
Core i5-7300U,Launched,Q1'17,2,3.50,2.60,3,Intel Smart Cache,Intel HD 620 Graphics
Core i5-7300HQ,Launched,Q1'17,4,3.50,2.50,6,N/A,Intel HD 630 Graphics
Core i5-7287U,Launched,Q1'17,2,3.70,3.30,4,N/A,Intel Iris Plus 650 Graphics
Core i5-7267U,Launched,Q1'17,2,3.50,3.10,4,N/A,Intel Iris Plus 650 Graphics
Core i5-7260U,Launched,Q1'17,2,3.40,2.20,4,N/A,Intel Iris Plus 640 Graphics
Core i5-7200U,Launched,Q3'16,2,3.10,2.50,3,Intel Smart Cache,Intel HD 620 Graphics
Core i5-7Y54,Launched,Q3'16,2,3.20,1.20,4,Intel Smart Cache,Intel HD 615 Graphics
Core i5-7Y57,Launched,Q1'17,2,3.30,1.20,4,Intel Smart Cache,Intel HD 615 Graphics
Core i5-6600,Discontinued,Q3'15,4,3.90,3.30,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6685R,Discontinued,Q2'16,4,3.80,3.20,6,N/A,Intel Iris Pro 580 Graphics
Core i5-6600K,Discontinued,Q3'15,4,3.90,3.50,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6600T,Discontinued,Q3'15,4,3.50,2.70,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6585R,Discontinued,Q2'16,4,3.60,2.80,6,N/A,Intel Iris Pro 580 Graphics
Core i5-6500,Launched,Q3'15,4,3.60,3.20,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6500T,Discontinued,Q3'15,4,3.10,2.50,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6500TE,Launched,Q4'15,4,3.30,2.30,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6402P,Discontinued,Q4'15,4,3.40,2.80,6,N/A,Intel HD 510 Graphics
Core i5-6400,Discontinued,Q3'15,4,3.30,2.70,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6400T,Discontinued,Q3'15,4,2.80,2.20,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6440EQ,Launched,Q4'15,4,3.40,2.70,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6440HQ,Launched,Q3'15,4,3.50,2.60,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6442EQ,Launched,Q4'15,4,2.70,1.90,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6360U,Launched,Q3'15,2,3.10,2.00,4,Intel Smart Cache,Intel Iris 540 Graphics
Core i5-6350HQ,Launched,Q1'16,4,3.20,2.30,6,Intel Smart Cache,Intel Iris Pro 580 Graphics
Core i5-6300HQ,Launched,Q3'15,4,3.20,2.30,6,Intel Smart Cache,Intel HD 530 Graphics
Core i5-6300U,Launched,Q3'15,2,3.00,2.40,3,Intel Smart Cache,Intel HD 520 Graphics
Core i5-6200U,Launched,Q3'15,2,2.80,2.30,3,Intel Smart Cache,Intel HD 520 Graphics
Core i5-6260U,Launched,Q3'15,2,2.90,1.80,4,Intel Smart Cache,Intel Iris 540 Graphics
Core i5-6267U,Launched,Q3'15,2,3.30,2.90,4,Intel Smart Cache,Intel Iris 550 Graphics
Core i5-6287U,Launched,Q3'15,2,3.50,3.10,4,Intel Smart Cache,Intel Iris 550 Graphics
Core i5-5675R,Discontinued,Q2'15,4,3.60,3.10,4,N/A,Intel Iris Pro 6200 Graphics
Core i5-5675C,Launched,Q2'15,4,3.60,3.10,4,N/A,Intel Iris Pro 6200 Graphics
Core i5-5575R,Discontinued,Q2'15,4,3.30,2.80,4,N/A,Intel Iris Pro 6200 Graphics
Core i5-5350U,Launched,Q1'15,2,2.90,1.80,3,N/A,Intel HD 6000 Graphics
Core i5-5350H,Launched,Q2'15,2,3.50,3.10,4,N/A,Intel Iris Pro 6200 Graphics
Core i5-5300U,Launched,Q1'15,2,2.90,2.30,3,N/A,Intel HD 5500 Graphics
Core i5-5287U,Launched,Q1'15,2,3.30,2.90,3,N/A,Intel Iris 6100 Graphics
Core i5-5257U,Launched,Q1'15,2,3.10,2.70,3,N/A,Intel Iris 6100 Graphics
Core i5-5250U,Launched,Q1'15,2,2.70,1.60,3,N/A,Intel HD 6000 Graphics
Core i5-5200U,Launched,Q1'15,2,2.70,2.20,3,N/A,Intel HD 5500 Graphics
Core i5-4670,Discontinued,Q2'13,4,3.80,3.40,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4670K,Discontinued,Q2'13,4,3.80,3.40,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4670R,Discontinued,Q2'13,4,3.70,3.00,4,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i5-4670S,Discontinued,Q2'13,4,3.80,3.10,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4670T,Discontinued,Q2'13,4,3.30,2.30,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4690,Discontinued,Q2'14,4,3.90,3.50,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4690K,Discontinued,Q2'14,4,3.90,3.50,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4690S,Discontinued,Q2'14,4,3.90,3.20,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4690T,Discontinued,Q2'14,4,3.50,2.50,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4570,Discontinued,Q2'13,4,3.60,3.20,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4570R,Discontinued,Q2'13,4,3.20,2.70,4,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i5-4570S,Launched,Q2'13,4,3.60,2.90,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4570T,Discontinued,Q2'13,2,3.60,2.90,4,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4570TE,Launched,Q2'13,2,3.30,2.70,4,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4590,Discontinued,Q2'14,4,3.70,3.30,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4590S,Launched,Q2'14,4,3.70,3.00,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4590T,Launched,Q2'14,4,3.00,2.00,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4422E,Launched,Q2'14,2,2.90,1.80,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4410E,Launched,Q2'14,2,N/A,2.90,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4402EC,Launched,Q1'14,2,N/A,2.50,4,Intel Smart Cache,N/A
Core i5-4402E,Launched,Q3'13,2,2.70,1.60,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4400E,Launched,Q3'13,2,3.30,2.70,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4460T,Discontinued,Q2'14,4,2.70,1.90,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4460S,Discontinued,Q2'14,4,3.40,2.90,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4460,Discontinued,Q2'14,4,3.40,3.20,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4440S,Discontinued,Q3'13,4,3.30,2.80,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4440,Discontinued,Q3'13,4,3.30,3.10,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4430S,Discontinued,Q2'13,4,3.20,2.70,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4430,Discontinued,Q2'13,4,3.20,3.00,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4300M,Launched,Q4'13,2,3.30,2.60,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4300U,Launched,Q3'13,2,2.90,1.90,3,Intel Smart Cache,Intel HD 4400 Graphics
Core i5-4300Y,Launched,Q3'13,2,2.30,1.60,3,Intel Smart Cache,Intel HD 4200 Graphics
Core i5-4302Y,Launched,Q3'13,2,2.30,1.60,3,Intel Smart Cache,Intel HD 4200 Graphics
Core i5-4308U,Launched,Q3'14,2,3.30,2.80,3,N/A,Intel Iris 5100 Graphics
Core i5-4310M,Launched,Q1'14,2,3.40,2.70,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4310U,Launched,Q1'14,2,3.00,2.00,3,Intel Smart Cache,Intel HD 4400 Graphics
Core i5-4330M,Launched,Q4'13,2,3.50,2.80,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4340M,Launched,Q1'14,2,3.60,2.90,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4350U,Launched,Q3'13,2,2.90,1.40,3,Intel Smart Cache,Intel HD 5000 Graphics
Core i5-4360U,Launched,Q1'14,2,3.00,1.50,3,Intel Smart Cache,Intel HD 5000 Graphics
Core i5-4200H,Launched,Q4'13,2,3.40,2.80,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4200M,Launched,Q4'13,2,3.10,2.50,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4200U,Launched,Q3'13,2,2.60,1.60,3,Intel Smart Cache,Intel HD 4400 Graphics
Core i5-4200Y,Launched,Q3'13,2,1.90,1.40,3,Intel Smart Cache,Intel HD 4200 Graphics
Core i5-4202Y,Launched,Q3'13,2,2.00,1.60,3,Intel Smart Cache,Intel HD 4200 Graphics
Core i5-4210H,Launched,Q3'14,2,3.50,2.90,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4210M,Launched,Q2'14,2,3.20,2.60,3,Intel Smart Cache,Intel HD 4600 Graphics
Core i5-4210U,Launched,Q2'14,2,2.70,1.70,3,Intel Smart Cache,Intel HD 4400 Graphics
Core i5-4210Y,Launched,Q3'13,2,1.90,1.50,3,Intel Smart Cache,Intel HD 4200 Graphics
Core i5-4220Y,Launched,Q2'14,2,2.00,1.60,3,N/A,Intel HD 4200 Graphics
Core i5-4250U,Launched,Q3'13,2,2.60,1.30,3,Intel Smart Cache,Intel HD 5000 Graphics
Core i5-4258U,Launched,Q3'13,2,2.90,2.40,3,Intel Smart Cache,Intel Iris 5100 Graphics
Core i5-4260U,Discontinued,Q2'14,2,2.70,1.40,3,Intel Smart Cache,Intel HD 5000 Graphics
Core i5-4278U,Launched,Q3'14,2,3.10,2.60,3,N/A,Intel Iris 5100 Graphics
Core i5-4288U,Launched,Q3'13,2,3.10,2.60,3,Intel Smart Cache,Intel Iris 5100 Graphics
Core i3-1125G4,Announced,Q3'20,4,3.70,N/A,8,Intel Smart Cache,Intel UHD Graphics for 11th Gen Intel Processors
Core i3-1120G4,Announced,Q3'20,4,3.50,N/A,8,Intel Smart Cache,Intel UHD Graphics for 11th Gen Intel Processors
Core i3-1115GRE,Launched,Q3'20,2,3.90,2.20,6,Intel Smart Cache,Intel UHD Graphics
Core i3-1115G4E,Launched,Q3'20,2,3.90,2.20,6,Intel Smart Cache,Intel UHD Graphics
Core i3-1115G4,Launched,Q3'20,2,4.10,N/A,6,Intel Smart Cache,Intel UHD Graphics for 11th Gen Intel Processors
Core i3-1110G4,Announced,Q3'20,2,3.90,N/A,6,Intel Smart Cache,Intel UHD Graphics for 11th Gen Intel Processors
Core i3-10320,Launched,Q2'20,4,4.60,3.80,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i3-10300T,Launched,Q2'20,4,3.90,3.00,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i3-10300,Launched,Q2'20,4,4.40,3.70,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i3-10110U,Launched,Q3'19,2,4.10,2.10,4,Intel Smart Cache,Intel UHD Graphics
